id,lat,lng,name,company,line,railroadDivision,railroadCompanyClassification,duplicate2011,dataEorN2011,passengers2011,duplicate2012,dataEorN2012,passengers2012,duplicate2013,dataEorN2013,passengers2013,duplicate2014,dataEorN2014,passengers2014,duplicate2015,dataEorN2015,passengers2015,duplicate2016,dataEorN2016,passengers2016,duplicate2017,dataEorN2017,passengers2017
cv1,31.25405000,130.63035000,二月田,九州旅客鉄道,指宿枕崎線,11,2,1,3,0,1,3,0,1,3,0,1,3,0,1,3,0,1,3,0,1,3,0
cv2,26.23035000,127.70279000,古島,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,3907,1,1,3980,1,1,4572,1,1,4187,1,1,4648,1,1,4528,1,1,4819
cv3,35.62961000,139.77818000,お台場海浜公園,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,14612,1,1,16130,1,1,16357,1,1,16515,1,1,17537,1,1,17488,1,1,16944
cv4,35.62129000,139.77335000,船の科学館,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,3767,1,1,3235,1,1,3407,1,1,3782,1,1,3682,1,1,3682,1,1,3590
cv5,35.61791000,139.78001000,テレコムセンター,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,12112,1,1,12775,1,1,13366,1,1,14138,1,1,14069,1,1,14069,1,1,13744
cv6,35.66328000,139.76036000,汐留,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,6841,1,1,7617,1,1,7734,1,1,8273,1,1,8877,1,1,8877,1,1,9045
cv7,35.62568000,139.77103000,台場,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,17018,1,1,24583,1,1,23694,1,1,23809,1,1,24252,1,1,24252,1,1,23436
cv8,35.63482000,139.79313000,有明,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,4279,1,1,4953,1,1,5018,1,1,5226,1,1,5545,1,1,5545,1,1,5061
cv9,35.63059000,139.79200000,国際展示場正門,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,17468,1,1,18509,1,1,20573,1,1,19958,1,1,21943,1,1,20082,1,1,20916
cv10,35.66480000,139.76082000,新橋,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,54025,1,1,61995,1,1,63165,1,1,63973,1,1,66676,1,1,66676,1,1,64852
cv11,35.65378000,139.76179000,竹芝,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,4127,1,1,4133,1,1,4505,1,1,4752,1,1,4894,1,1,4894,1,1,5006
cv12,35.64249000,139.75786000,芝浦ふ頭,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,4793,1,1,4843,1,1,4720,1,1,4769,1,1,5102,1,1,5078,1,1,5308
cv13,35.64961000,139.75932000,日の出,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,2102,1,1,2288,1,1,2178,1,1,2181,1,1,2304,1,1,2304,1,1,2282
cv14,35.62447000,139.78072000,青海,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,5895,1,1,5543,1,1,5310,1,1,5348,1,1,5748,1,1,5683,1,1,5673
cv15,35.64853000,139.78985000,新豊洲,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,1302,1,1,1600,1,1,1860,1,1,2765,1,1,4522,1,1,4522,1,1,3924
cv16,35.64548000,139.78530000,市場前,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,49,1,1,113,1,1,156,1,1,583,1,1,2708,1,1,2708,1,1,2583
cv17,35.63971000,139.78913000,有明テニスの森,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,2925,1,1,3074,1,1,2964,1,1,3100,1,1,3237,1,1,3237,1,1,3942
cv18,35.65341000,139.79504000,豊洲,ゆりかもめ,東京臨海新交通臨海線,24,5,1,1,16060,1,1,17877,1,1,18796,1,1,20325,1,1,24003,1,1,24003,1,1,22518
cv19,34.68009000,135.64171000,新石切,近畿日本鉄道,けいはんな線,21,4,1,1,17162,1,1,17202,1,1,17202,1,1,17202,1,1,18030,1,1,18030,1,1,18030
cv20,34.67876000,135.59111000,長田,近畿日本鉄道,けいはんな線,21,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv21,34.68036000,135.62343000,吉田,近畿日本鉄道,けいはんな線,21,4,1,1,14071,1,1,14252,1,1,14252,1,1,14252,1,1,15150,1,1,15150,1,1,15150
cv22,34.67863000,135.60452000,荒本,近畿日本鉄道,けいはんな線,21,4,1,1,14023,1,1,13605,1,1,13605,1,1,13605,1,1,14945,1,1,14945,1,1,14945
cv23,34.69295000,135.69688000,生駒,近畿日本鉄道,けいはんな線,12,4,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv24,34.72632000,135.74832000,学研奈良登美ヶ丘,近畿日本鉄道,けいはんな線,12,4,1,1,11518,1,1,11967,1,1,11967,1,1,11967,1,1,13706,1,1,13706,1,1,13706
cv25,34.72076000,135.71636000,白庭台,近畿日本鉄道,けいはんな線,12,4,1,1,7519,1,1,8100,1,1,8100,1,1,8100,1,1,9076,1,1,9076,1,1,9076
cv26,34.72458000,135.72281000,学研北生駒,近畿日本鉄道,けいはんな線,12,4,1,1,5842,1,1,6108,1,1,6108,1,1,6108,1,1,6150,1,1,6150,1,1,6150
cv27,34.68177000,135.20213000,ポートターミナル,神戸新交通,ポートアイランド線,16,5,1,1,500,1,1,574,1,1,629,1,1,705,1,1,656,1,1,890,1,1,879
cv28,34.66956000,135.21700000,中埠頭,神戸新交通,ポートアイランド線,16,5,1,1,3400,1,1,3519,1,1,3284,1,1,3119,1,1,3173,1,1,2948,1,1,2961
cv29,34.66460000,135.21262000,市民広場,神戸新交通,ポートアイランド線,24,5,1,1,12100,1,1,12929,1,1,13317,1,1,13617,1,1,14864,1,1,14930,1,1,14880
cv30,34.68963000,135.19930000,貿易センター,神戸新交通,ポートアイランド線,24,5,1,1,2300,1,1,2424,1,1,2417,1,1,2511,1,1,2644,1,1,2834,1,1,3131
cv31,34.69430000,135.19510000,三宮,神戸新交通,ポートアイランド線,24,5,1,1,58300,1,1,59610,1,1,60963,1,1,62459,1,1,66812,1,1,70751,1,1,72700
cv32,34.67384000,135.21434000,北埠頭,神戸新交通,ポートアイランド線,16,5,1,1,1800,1,1,1724,1,1,1773,1,1,1840,1,1,1839,1,1,1775,1,1,1774
cv33,34.66480000,135.21738000,南公園,神戸新交通,ポートアイランド線,16,5,1,1,3200,1,1,3295,1,1,3257,1,1,3167,1,1,3243,1,1,4392,1,1,4845
cv34,34.66876000,135.21018000,みなとじま,神戸新交通,ポートアイランド線,24,5,1,1,13800,1,1,13074,1,1,13717,1,1,13823,1,1,15066,1,1,16357,1,1,16660
cv35,34.67338000,135.20735000,中公園,神戸新交通,ポートアイランド線,16,5,1,1,7500,1,1,7617,1,1,7511,1,1,7393,1,1,7765,1,1,8120,1,1,8004
cv36,34.65874000,135.21627000,医療センター,神戸新交通,ポートアイランド線,24,5,1,1,10800,1,1,12189,1,1,12684,1,1,13447,1,1,13701,1,1,14158,1,1,14971
cv37,34.65468000,135.22124000,京コンピュータ前,神戸新交通,ポートアイランド線,24,5,1,1,2200,1,1,2230,1,1,2299,1,1,2845,1,1,3352,1,1,3545,1,1,3911
cv38,34.63737000,135.22949000,神戸空港,神戸新交通,ポートアイランド線,24,5,1,1,5500,1,1,5155,1,1,5063,1,1,5242,1,1,5847,1,1,6116,1,1,6822
cv39,36.76095000,137.23419000,岩瀬浜,富山ライトレール,富山港線,21,5,1,1,350,1,1,350,1,1,350,1,1,157,1,1,188,1,1,148,1,1,376
cv40,36.75722000,137.23378000,競輪場前,富山ライトレール,富山港線,21,5,1,1,250,1,1,250,1,1,250,1,1,149,1,1,169,1,1,139,1,1,71
cv41,36.75163000,137.23031000,東岩瀬,富山ライトレール,富山港線,21,5,1,1,160,1,1,160,1,1,160,1,1,90,1,1,105,1,1,103,1,1,290
cv42,36.70354000,137.21666000,インテック本社前,富山ライトレール,富山港線,12,5,1,1,150,1,1,150,1,1,150,1,1,162,1,1,260,1,1,393,1,1,351
cv43,36.74920000,137.22883000,大広田,富山ライトレール,富山港線,21,5,1,1,130,1,1,130,1,1,130,1,1,96,1,1,127,1,1,104,1,1,148
cv44,36.74256000,137.22763000,蓮町,富山ライトレール,富山港線,21,5,1,1,630,1,1,630,1,1,630,1,1,330,1,1,340,1,1,399,1,1,533
cv45,36.73548000,137.22668000,犬島新町,富山ライトレール,富山港線,21,5,1,1,160,1,1,160,1,1,160,1,1,108,1,1,124,1,1,124,1,1,166
cv46,36.73146000,137.22615000,城川原,富山ライトレール,富山港線,21,5,1,1,250,1,1,250,1,1,250,1,1,220,1,1,233,1,1,250,1,1,330
cv47,36.72254000,137.22494000,越中中島,富山ライトレール,富山港線,21,5,1,1,200,1,1,200,1,1,200,1,1,133,1,1,144,1,1,144,1,1,206
cv48,36.71946000,137.22479000,粟島（大阪屋ショップ前）,富山ライトレール,富山港線,21,5,1,1,310,1,1,310,1,1,310,1,1,251,1,1,273,1,1,225,1,1,272
cv49,36.71229000,137.22465000,下奥井,富山ライトレール,富山港線,21,5,1,1,210,1,1,210,1,1,210,1,1,153,1,1,205,1,1,171,1,1,242
cv50,36.70383000,137.22359000,奥田中学校前,富山ライトレール,富山港線,21,5,1,1,240,1,1,240,1,1,240,1,1,163,1,1,317,1,1,393,1,1,392
cv51,36.70257000,137.21381000,富山駅北,富山ライトレール,富山港線,12,5,1,1,1860,1,1,1860,1,1,1860,1,1,1053,1,1,3355,1,1,3286,1,1,3151
cv52,39.69969000,141.13802000,盛岡,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,10228,1,1,10823,1,1,11515,1,1,11630,1,1,11304,1,1,11371,1,1,11371
cv53,40.00469000,141.23717000,御堂,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,48,1,1,47,1,1,47,1,1,42,1,1,52,1,1,50,1,1,50
cv54,40.26092000,141.28659000,二戸,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,759,1,1,847,1,1,865,1,1,877,1,1,869,1,1,878,1,1,878
cv55,40.16983000,141.30773000,小鳥谷,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,145,1,1,137,1,1,151,1,1,150,1,1,130,1,1,117,1,1,117
cv56,39.83410000,141.15347000,渋民,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,603,1,1,621,1,1,677,1,1,659,1,1,660,1,1,671,1,1,671
cv57,40.28615000,141.29082000,斗米,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,138,1,1,136,1,1,146,1,1,149,1,1,143,1,1,157,1,1,158
cv58,39.96027000,141.21708000,いわて沼宮内,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,969,1,1,937,1,1,960,1,1,989,1,1,942,1,1,920,1,1,920
cv59,39.74498000,141.12938000,厨川,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,2508,1,1,2521,1,1,2800,1,1,2891,1,1,2967,1,1,3135,1,1,3135
cv60,39.91823000,141.19929000,岩手川口,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,263,1,1,291,1,1,285,1,1,278,1,1,296,1,1,299,1,1,299
cv61,40.20895000,141.29755000,一戸,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,602,1,1,621,1,1,675,1,1,672,1,1,587,1,1,575,1,1,574
cv62,40.32397000,141.30361000,金田一温泉,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,165,1,1,184,1,1,194,1,1,211,1,1,186,1,1,204,1,1,204
cv63,39.79821000,141.15041000,滝沢,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,2814,1,1,2953,1,1,3081,1,1,3114,1,1,3095,1,1,3104,1,1,3104
cv64,40.12217000,141.26003000,小繋,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,37,1,1,28,1,1,22,1,1,16,1,1,16,1,1,15,1,1,15
cv65,40.06577000,141.22850000,奥中山高原,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,361,1,1,353,1,1,377,1,1,340,1,1,355,1,1,367,1,1,365
cv66,40.35112000,141.28941000,目時,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv67,39.87319000,141.17295000,好摩,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,2103,1,1,2096,1,1,2126,1,1,2013,1,1,1973,1,1,1891,1,1,1891
cv68,39.72410000,141.11800000,青山,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,2352,1,1,2806,1,1,2994,1,1,3007,1,1,3060,1,1,3145,1,1,3145
cv69,39.78304000,141.14829000,巣子,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,1,1,852,1,1,903,1,1,981,1,1,1031,1,1,994,1,1,991,1,1,991
cv70,39.78287000,141.14851000,巣子,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,12,5,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv71,35.24986000,140.19998000,上総中野,いすみ鉄道,いすみ線,12,5,2,1,0,2,1,0,2,1,0,2,1,0,2,1,134,1,1,149,1,1,128
cv72,35.28619000,140.24378000,大多喜,いすみ鉄道,いすみ線,12,5,1,1,380,1,1,357,1,1,289,1,1,281,1,1,250,1,1,270,1,1,250
cv73,35.25929000,140.24727000,東総元,いすみ鉄道,いすみ線,12,5,1,1,7,1,1,6,1,1,5,1,1,4,1,1,3,1,1,7,1,1,3
cv74,35.28269000,140.28097000,上総中川,いすみ鉄道,いすみ線,12,5,1,1,16,1,1,14,1,1,10,1,1,8,1,1,7,1,1,9,1,1,8
cv75,35.28039000,140.31468000,国吉,いすみ鉄道,いすみ線,12,5,1,1,131,1,1,153,1,1,141,1,1,135,1,1,142,1,1,142,1,1,140
cv76,35.25053000,140.24745000,久我原,いすみ鉄道,いすみ線,12,5,1,1,7,1,1,10,1,1,7,1,1,7,1,1,5,1,1,3,1,1,6
cv77,35.26333000,140.34531000,上総東,いすみ鉄道,いすみ線,12,5,1,1,43,1,1,41,1,1,43,1,1,42,1,1,38,1,1,40,1,1,34
cv78,35.25064000,140.21555000,西畑,いすみ鉄道,いすみ線,12,5,1,1,15,1,1,16,1,1,14,1,1,13,1,1,11,1,1,9,1,1,11
cv79,35.26877000,140.25137000,小谷松,いすみ鉄道,いすみ線,12,5,1,1,6,1,1,7,1,1,4,1,1,4,1,1,6,1,1,12,1,1,6
cv80,35.24055000,140.23994000,総元,いすみ鉄道,いすみ線,12,5,1,1,21,1,1,18,1,1,13,1,1,10,1,1,6,1,1,11,1,1,7
cv81,35.26051000,140.37839000,西大原,いすみ鉄道,いすみ線,12,5,1,1,20,1,1,23,1,1,24,1,1,22,1,1,19,1,1,13,1,1,15
cv82,35.27573000,140.32877000,新田野,いすみ鉄道,いすみ線,12,5,1,1,14,1,1,14,1,1,13,1,1,9,1,1,14,1,1,15,1,1,12
cv83,35.25185000,140.39099000,大原,いすみ鉄道,いすみ線,12,5,1,1,309,1,1,355,1,1,364,1,1,372,1,1,368,1,1,368,1,1,365
cv84,36.15391000,136.20637000,西長田,えちぜん鉄道,三国芦原線,12,5,1,1,253,1,1,297,1,1,304,1,1,322,1,1,307,1,1,308,1,1,304
cv85,36.12058000,136.20484000,鷲塚針原,えちぜん鉄道,三国芦原線,12,5,1,1,269,1,1,263,1,1,254,1,1,253,1,1,237,1,1,282,1,1,279
cv86,36.07527000,136.22337000,西別院,えちぜん鉄道,三国芦原線,12,5,1,1,377,1,1,437,1,1,423,1,1,388,1,1,350,1,1,307,1,1,335
cv87,36.10144000,136.20442000,中角,えちぜん鉄道,三国芦原線,12,5,1,1,64,1,1,71,1,1,72,1,1,69,1,1,76,1,1,86,1,1,92
cv88,36.09293000,136.20524000,新田塚,えちぜん鉄道,三国芦原線,12,5,1,1,475,1,1,457,1,1,478,1,1,475,1,1,444,1,1,489,1,1,517
cv89,36.21220000,136.20254000,番田,えちぜん鉄道,三国芦原線,12,5,1,1,31,1,1,32,1,1,30,1,1,27,1,1,29,1,1,30,1,1,26
cv90,36.07119000,136.23332000,福井口,えちぜん鉄道,三国芦原線,12,5,1,1,416,1,1,417,1,1,445,1,1,457,1,1,446,1,1,500,1,1,527
cv91,36.21672000,136.15027000,三国,えちぜん鉄道,三国芦原線,12,5,1,1,912,1,1,873,1,1,835,1,1,794,1,1,782,1,1,737,1,1,728
cv92,36.13167000,136.20572000,太郎丸,えちぜん鉄道,三国芦原線,12,5,1,1,311,1,1,300,1,1,307,1,1,306,1,1,254,1,1,265,1,1,276
cv93,36.07423000,136.21055000,福大前西福井,えちぜん鉄道,三国芦原線,12,5,1,1,1722,1,1,1642,1,1,1673,1,1,1695,1,1,1709,1,1,1945,1,1,2033
cv94,36.18630000,136.20375000,大関,えちぜん鉄道,三国芦原線,12,5,1,1,148,1,1,132,1,1,165,1,1,171,1,1,158,1,1,154,1,1,150
cv95,36.21500000,136.15871000,三国神社,えちぜん鉄道,三国芦原線,12,5,1,1,147,1,1,142,1,1,147,1,1,141,1,1,131,1,1,151,1,1,147
cv96,36.21932000,136.17266000,水居,えちぜん鉄道,三国芦原線,12,5,1,1,54,1,1,49,1,1,50,1,1,54,1,1,63,1,1,65,1,1,73
cv97,36.22295000,136.19421000,あわら湯のまち,えちぜん鉄道,三国芦原線,12,5,1,1,563,1,1,552,1,1,512,1,1,522,1,1,496,1,1,492,1,1,469
cv98,36.13921000,136.20624000,西春江,えちぜん鉄道,三国芦原線,12,5,1,1,242,1,1,251,1,1,238,1,1,231,1,1,263,1,1,264,1,1,280
cv99,36.07501000,136.21805000,田原町,えちぜん鉄道,三国芦原線,12,5,1,1,1014,1,1,1104,1,1,1263,1,1,1271,1,1,1243,1,1,1533,1,1,1588
cv100,36.16985000,136.20258000,下兵庫,えちぜん鉄道,三国芦原線,12,5,1,1,174,1,1,160,1,1,152,1,1,136,1,1,141,1,1,136,1,1,165
cv101,36.22000000,136.14073000,三国港,えちぜん鉄道,三国芦原線,12,5,1,1,350,1,1,338,1,1,344,1,1,320,1,1,301,1,1,324,1,1,320
cv102,36.20417000,136.20320000,本荘,えちぜん鉄道,三国芦原線,12,5,1,1,109,1,1,122,1,1,117,1,1,115,1,1,102,1,1,100,1,1,103
cv103,36.09785000,136.31140000,志比堺,えちぜん鉄道,勝山永平寺線,12,5,1,1,57,1,1,53,1,1,46,1,1,41,1,1,38,1,1,39,1,1,41
cv104,36.07395000,136.41340000,越前竹原,えちぜん鉄道,勝山永平寺線,12,5,1,1,154,1,1,149,1,1,146,1,1,126,1,1,129,1,1,137,1,1,115
cv105,36.06981000,136.45205000,保田,えちぜん鉄道,勝山永平寺線,12,5,1,1,14,1,1,18,1,1,16,1,1,20,1,1,15,1,1,17,1,1,14
cv106,36.07902000,136.39283000,山王,えちぜん鉄道,勝山永平寺線,12,5,1,1,179,1,1,176,1,1,166,1,1,158,1,1,126,1,1,127,1,1,133
cv107,36.05565000,136.49234000,勝山,えちぜん鉄道,勝山永平寺線,12,5,1,1,663,1,1,686,1,1,653,1,1,695,1,1,726,1,1,772,1,1,759
cv108,36.08280000,136.37726000,越前野中,えちぜん鉄道,勝山永平寺線,12,5,1,1,67,1,1,51,1,1,51,1,1,54,1,1,53,1,1,53,1,1,53
cv109,36.09414000,136.30216000,松岡,えちぜん鉄道,勝山永平寺線,12,5,1,1,479,1,1,476,1,1,467,1,1,435,1,1,417,1,1,435,1,1,435
cv110,36.07250000,136.46656000,発坂,えちぜん鉄道,勝山永平寺線,12,5,1,1,125,1,1,125,1,1,123,1,1,116,1,1,112,1,1,105,1,1,106
cv111,36.08830000,136.34494000,光明寺,えちぜん鉄道,勝山永平寺線,12,5,1,1,49,1,1,43,1,1,43,1,1,42,1,1,39,1,1,33,1,1,24
cv112,36.09558000,136.32703000,永平寺口,えちぜん鉄道,勝山永平寺線,12,5,1,1,397,1,1,415,1,1,415,1,1,405,1,1,414,1,1,450,1,1,438
cv113,36.07555000,136.43447000,小舟渡,えちぜん鉄道,勝山永平寺線,12,5,1,1,18,1,1,17,1,1,18,1,1,13,1,1,14,1,1,16,1,1,19
cv114,36.08679000,136.36144000,轟,えちぜん鉄道,勝山永平寺線,12,5,1,1,100,1,1,99,1,1,93,1,1,99,1,1,97,1,1,93,1,1,81
cv115,36.09045000,136.33675000,下志比,えちぜん鉄道,勝山永平寺線,12,5,1,1,117,1,1,114,1,1,104,1,1,97,1,1,94,1,1,87,1,1,85
cv116,36.06598000,136.48450000,比島,えちぜん鉄道,勝山永平寺線,12,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cv117,36.07119000,136.23332000,福井口,えちぜん鉄道,勝山永平寺線,12,5,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0
cv118,36.08062000,136.25136000,越前新保,えちぜん鉄道,勝山永平寺線,12,5,1,1,494,1,1,482,1,1,481,1,1,458,1,1,478,1,1,526,1,1,547
cv119,36.07514000,136.24096000,越前開発,えちぜん鉄道,勝山永平寺線,12,5,1,1,391,1,1,391,1,1,408,1,1,397,1,1,393,1,1,458,1,1,477
cv120,36.06181000,136.22383000,福井,えちぜん鉄道,勝山永平寺線,12,5,1,1,5361,1,1,5474,1,1,5563,1,1,5633,1,1,6132,1,1,6145,1,1,6137
cv121,36.09020000,136.27769000,越前島橋,えちぜん鉄道,勝山永平寺線,12,5,1,1,73,1,1,72,1,1,66,1,1,69,1,1,66,1,1,72,1,1,65
cv122,36.09181000,136.29007000,観音町,えちぜん鉄道,勝山永平寺線,12,5,1,1,535,1,1,557,1,1,554,1,1,585,1,1,1135,1,1,657,1,1,605
cv123,36.08679000,136.27019000,東藤島,えちぜん鉄道,勝山永平寺線,12,5,1,1,118,1,1,130,1,1,123,1,1,122,1,1,107,1,1,119,1,1,119
cv124,36.06464000,136.22665000,新福井,えちぜん鉄道,勝山永平寺線,12,5,1,1,50,1,1,41,1,1,43,1,1,43,1,1,43,1,1,41,1,1,49
cv125,36.08268000,136.26171000,追分口,えちぜん鉄道,勝山永平寺線,12,5,1,1,84,1,1,88,1,1,107,1,1,97,1,1,97,1,1,92,1,1,90
cv126,32.27212000,130.95040000,東多良木,くま川鉄道,湯前線,12,5,1,1,63,1,1,70,1,1,73,1,1,75,1,1,67,1,1,67,1,1,68
cv127,32.21474000,130.84022000,一武,くま川鉄道,湯前線,12,5,1,1,49,1,1,68,1,1,79,1,1,85,1,1,92,1,1,92,1,1,123
cv128,32.22453000,130.85916000,木上,くま川鉄道,湯前線,12,5,1,1,14,1,1,14,1,1,17,1,1,9,1,1,16,1,1,16,1,1,14
cv129,32.25585000,130.92158000,公立病院前,くま川鉄道,湯前線,12,5,1,1,8,1,1,11,1,1,15,1,1,15,1,1,18,1,1,18,1,1,35
cv130,32.26257000,130.93288000,多良木,くま川鉄道,湯前線,12,5,1,1,385,1,1,364,1,1,324,1,1,347,1,1,329,1,1,329,1,1,392
cv131,32.23603000,130.89342000,あさぎり,くま川鉄道,湯前線,12,5,1,1,674,1,1,682,1,1,672,1,1,657,1,1,638,1,1,638,1,1,478
cv132,32.28141000,130.97947000,湯前,くま川鉄道,湯前線,12,5,1,1,415,1,1,395,1,1,417,1,1,403,1,1,383,1,1,383,1,1,319
cv133,32.27525000,130.96588000,新鶴羽,くま川鉄道,湯前線,12,5,1,1,14,1,1,11,1,1,11,1,1,7,1,1,15,1,1,15,1,1,8
cv134,32.20220000,130.80925000,肥後西村,くま川鉄道,湯前線,12,5,1,1,519,1,1,533,1,1,470,1,1,455,1,1,458,1,1,458,1,1,458
cv135,32.23135000,130.87476000,おかどめ幸福,くま川鉄道,湯前線,12,5,1,1,156,1,1,180,1,1,161,1,1,142,1,1,164,1,1,164,1,1,183
cv136,32.25045000,130.91336000,東免田,くま川鉄道,湯前線,12,5,1,1,79,1,1,71,1,1,75,1,1,65,1,1,69,1,1,69,1,1,232
cv137,32.21841000,130.76926000,相良藩願成寺,くま川鉄道,湯前線,12,5,1,1,683,1,1,682,1,1,707,1,1,674,1,1,642,1,1,642,1,1,773
cv138,32.20724000,130.79574000,川村,くま川鉄道,湯前線,12,5,1,1,4,1,1,4,1,1,4,1,1,4,1,1,3,1,1,3,1,1,4
cv139,32.21564000,130.75281000,人吉温泉,くま川鉄道,湯前線,12,5,1,1,904,1,1,960,1,1,925,1,1,873,1,1,894,1,1,894,1,1,807
cv140,36.30879000,138.45520000,平原,しなの鉄道,しなの鉄道線,12,5,1,1,100,1,1,154,1,1,168,1,1,171,1,1,157,1,1,181,1,1,185
cv141,36.54847000,138.13268000,屋代高校前,しなの鉄道,しなの鉄道線,12,5,1,1,1400,1,1,1577,1,1,1674,1,1,1627,1,1,1834,1,1,1904,1,1,2036
cv142,36.34747000,138.59153000,中軽井沢,しなの鉄道,しなの鉄道線,12,5,1,1,900,1,1,944,1,1,1092,1,1,1196,1,1,1210,1,1,1293,1,1,1511
cv143,36.31879000,138.50798000,御代田,しなの鉄道,しなの鉄道線,12,5,1,1,1200,1,1,1308,1,1,1376,1,1,1377,1,1,1480,1,1,1531,1,1,1578
cv144,36.34282000,138.63677000,軽井沢,しなの鉄道,しなの鉄道線,12,5,1,1,2000,1,1,2266,1,1,2426,1,1,2650,1,1,2663,1,1,2725,1,1,2966
cv145,36.33607000,138.55980000,信濃追分,しなの鉄道,しなの鉄道線,12,5,1,1,400,1,1,447,1,1,518,1,1,536,1,1,513,1,1,534,1,1,523
cv146,36.35374000,138.33037000,田中,しなの鉄道,しなの鉄道線,12,5,1,1,2500,1,1,2450,1,1,2478,1,1,2449,1,1,2478,1,1,2450,1,1,2484
cv147,36.39479000,138.25140000,上田,しなの鉄道,しなの鉄道線,12,5,1,1,10900,1,1,11183,1,1,11524,1,1,10992,1,1,11020,1,1,10918,1,1,10901
cv148,36.41649000,138.21007000,西上田,しなの鉄道,しなの鉄道線,12,5,1,1,1800,1,1,1751,1,1,1763,1,1,1771,1,1,1832,1,1,1900,1,1,1979
cv149,36.49184000,138.15346000,戸倉,しなの鉄道,しなの鉄道線,12,5,1,1,2700,1,1,2630,1,1,2516,1,1,2389,1,1,2302,1,1,2219,1,1,2309
cv150,36.46292000,138.18048000,坂城,しなの鉄道,しなの鉄道線,12,5,1,1,2000,1,1,1927,1,1,1923,1,1,1787,1,1,1760,1,1,1654,1,1,1680
cv151,36.37881000,138.27296000,信濃国分寺,しなの鉄道,しなの鉄道線,12,5,1,1,1100,1,1,1115,1,1,1154,1,1,1070,1,1,1124,1,1,1195,1,1,1269
cv152,36.36904000,138.29871000,大屋,しなの鉄道,しなの鉄道線,12,5,1,1,2300,1,1,2324,1,1,2388,1,1,2291,1,1,2255,1,1,2173,1,1,2105
cv153,36.34191000,138.36499000,滋野,しなの鉄道,しなの鉄道線,12,5,1,1,800,1,1,797,1,1,800,1,1,713,1,1,731,1,1,742,1,1,787
cv154,36.53369000,138.12782000,屋代,しなの鉄道,しなの鉄道線,12,5,1,1,4500,1,1,4469,1,1,4677,1,1,4448,1,1,4378,1,1,4257,1,1,4353
cv155,36.44120000,138.18807000,テクノさかき,しなの鉄道,しなの鉄道線,12,5,1,1,1000,1,1,890,1,1,905,1,1,878,1,1,898,1,1,915,1,1,907
cv156,36.32511000,138.42356000,小諸,しなの鉄道,しなの鉄道線,12,5,1,1,4700,1,1,4851,1,1,8130,1,1,4752,1,1,3166,1,1,3114,1,1,3176
cv157,36.57581000,138.13765000,篠ノ井,しなの鉄道,しなの鉄道線,12,5,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,2,0
